qid,question
1001,"Hồ sơ đề nghị cấp lại chứng chỉ hành nghề khám bệnh, chữa bệnh đối với người Việt Nam, người nước ngoài, người Việt Nam định cư ở nước ngoài bị mất hoặc bị hư hỏng, hoặc cấp không đúng thẩm quyền hoặc chứng chỉ hành nghề có nội dung trái pháp luật bao gồm những giấy tờ nào?"
1002,"Trường hợp người nộp thuế bị thiệt hại vật chất, gây ảnh hưởng trực tiếp đến sản xuất, kinh doanh do gặp thiên tai, hỏa hoạn, tai nạn bất ngờ được xem xét gia hạn thời hạn nộp tiền thuế, tiền chậm nộp, tiền phạt thì hồ sơ đề nghị gia hạn nộp tiền thuế, tiền chậm nộp, tiền phạt cần nộp những chứng từ, tài liệu gì?"
1003,"Hồ sơ gửi Bộ Nông nghiệp và Phát triển nông thôn đề nghị chấp thuận các hoạt động xây dựng, cải tạo công trình giao thông liên quan đến đê điều gồm những tài liệu gì?"
1004,"Điều 33 Luật Tố cáo năm 2018 quy định người tố cáo có quyền rút tố cáo, quy định chi tiết về vấn đề này như thế nào?"
1005,Tự ý cắt tỉa cây xanh đô thị có bị xử phạt không?
1006,Cơ quan nào có trách nhiệm xây dựng quy chế quản lý khu bảo tồn đất ngập nước?
1007,"Cơ sở kinh doanh đã được cấp phép kinh doanh dịch vụ lưu trú nhưng Giấy tờ về phòng cháy và chữa cháy cấp cho công trình nhà ở kết hợp căn hộ cho thuê hoặc công trình nhà ở nhân viên thì có đủ điều kiện để cấp Giấy chứng nhận đủ điều kiện về an ninh, trật tự không?"
1008,Tôi muốn lập một trang web tổng hợp tin tức. Vậy tôi có cần phải xin giấy phép của Bộ Thông tin và Truyền thông hay không? Nếu có thì phải đăng ký như thế nào?
1009,Thời hạn giải quyết Thủ tục chấp thuận thay đổi thời hạn hoạt động của quỹ tín dụng nhân dân là bao lâu?
1010,Nguyên tắc suy đoán vô tội được quy định như thế nào?
1011,Trường hợp cơ quan nhà nước có yêu cầu cấp Phiếu lý lịch tư pháp để hỗ trợ công tác quản lý nhân sự thì thủ tục yêu cầu cấp Phiếu lý lịch tư pháp như thế nào?
1012,"Trường hợp người được thi hành án chết, không để lại di chúc, con đẻ của người được thi hành án có được quyền làm đơn yêu cầu thi hành án không? Trường hợp làm đơn yêu cầu thi hành án cần những thủ tục gì?"
1013,Mức phạt khi dắt súc vật chạy theo khi đang điều khiển hoặc ngồi trên phương tiện giao thông đường bộ
1014,Địa chỉ của Hệ thống thông tin quốc gia về đầu tư là gì?
1015,Con của bệnh binh đã mất thì có còn được ưu tiên trong thi tuyển viên chức không?
1016,Các cơ sở y tế thuộc trại giam thì quy trình đề nghị cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính thì nộp hồ sơ cho đơn vị nào?
1017,"Quy định về mức chi cho cộng tác viên tham gia triển khai sáng kiến, mô hình cộng đồng sức khỏe hạn chế sử dụng rượu, bia được quy định như thế nào?"
1018,Vào cơ sở cai nghiện bắt buộc có được tham gia các hoạt động giải trí không?
1019,Cha mẹ ép buộc con gái ly hôn bị phạt hành chính bao nhiêu tiền?
1020,Quy mô của tổ chức đoàn doanh nghiệp nước ngoài vào Việt Nam giao dịch để mua hàng được quy định như thế nào ?
1021,Nhiệm vụ của trực ban chạy tàu ga được quy định như thế nào?
1022,Việc xác định quốc tịch của trẻ em khi sinh ra có cha hoặc mẹ là công dân Việt Nam còn người kia là công dân nước ngoài được thực hiện như thế nào?
1023,"Mức phạt hành vi khoan, đào, xẻ đường, hè phố trái phép"
1024,"Thẩm quyền giải quyết khiếu nại của Thủ trưởng cơ quan thuộc bộ, thuộc cơ quan ngang bộ?"
1025,Trung đội trưởng trung đội dân quân tự vệ thời kỳ chống Mỹ có được cấp thẻ BHYT không?
1026,"Cơ sở Y đã được cấp Giấy chứng nhận an toàn dịch bệnh đốm trắng và hoại tử gan tụy cấp tính trên tôm năm 2018, đến tháng 7/2019 cơ sở có nhu cầu bổ sung thêm bệnh hoại tử cơ quan tạo máu và tạo biểu mô thì phải thực hiện như thê nào?"
1027,Giá trị của chứng chỉ trường giáo dưỡng cấp so với trường ngoài cấp?
1028,"Công trình, nhà ở riêng lẻ được cấp giấy phép xây dựng có thời hạn, khi hết thời hạn mà kế hoạch thực hiện quy hoạch xây dựng chưa được triển khai thì cơ quan đã cấp giấy phép xây dựng có trách nhiệm thông báo cho chủ sở hữu công trình hoặc người được giao sử dụng công trình về điều chỉnh quy hoạch xây dựng, vậy chủ công trình có phải thực hiện gia hạn giấy phép xây dựng có thời hạn không?"
1029,Tôi muốn biết những nội dung gì cần phải viết trong giấy uỷ quyền nộp đơn đăng ký xác lập quyền SHCN?
1030,Nghĩa vụ và quyền của anh chị em trong gia đình ?
1031,Tôi muốn đăng ký nhãn hiệu ra nước ngoài theo Hệ thống Madrid thì cần có những điều kiện gì?
1032,Phê duyệt báo cáo kết quả khảo sát xây dựng được quy định như thế nào?
1033,Tôi muốn đưa tàu phà vào hoạt động vận tải trên tuyến Hà Tiên - Phú Quốc thì thời gian thực hiện thủ tục đăng ký mở tuyến là bao lâu?
1034,"Công ty chúng tôi có dự án đầu tư sang Campuchia và có đưa lao động sang dự án làm việc, xin hỏi chúng tôi phải làm thủ tục gì để đưa những lao động này sang Campuchia?"
1035,Doanh nghiệp Việt Nam chịu thuế nhà thầu được không?
1036,Công dân phải đổi thẻ Căn cước công dân trong những trường hợp nào?
1037,Chế độ khen thưởng đối với viên chức được quy định như thế nào?
1038,Người được hưởng án treo có được rút hết thời gian thử thách không?
1039,"Chế độ cử tuyển đối với học sinh, sinh viên dân tộc thiểu số gồm những nguyên tắc nào?"
1040,"Trong thời hạn bao nhiêu ngày, Ngân hàng Nhà nước có văn bản chấp thuận hoặc không chấp thuận đề nghị gia hạn thời hạn thanh lý tài sản của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài?"
1041,Không thông báo khi có thay đổi liên quan đến Giấy phép bưu chính bị phạt bao nhiêu tiền?
1042,Tại sao tôi có 02 tàu phà cùng hoạt động trên tuyến Hà Tiên - Phú Quốc nhưng thủ tục đăng ký lại theo hai quy định khác nhau?
1043,Chu kỳ kiểm định chất lượng giáo dục nghề nghiệp được quy định như thế nào?
1044,"Tôi muốn biết thời hạn cơ quan BHXH phải tạm ứng kinh phí khám, chữa bệnh bảo hiểm y tế cho cơ sở khám, chữa bệnh?"
1045,Người lao động nước ngoài làm việc không đúng với nội dung trong giấy phép lao động thì có bị trục xuất không?
1046,"Tôi muốn cấp chứng chỉ hành nghề hoạt động xây dựng, tôi phải nộp hồ sơ đến cơ quan nào?"
1047,Nội dung của đề án đóng cửa mỏ khoáng sản được quy định như thế nào?
1048,"Hồ sơ đề nghị cấp giấy phép cung cấp dịch vụ chứng thực chữ ký số công cộng bao gồm các giấy tờ, văn bản gì?"
1049,"Thẩm quyền cấp, gia hạn, sửa đổi, bổ sung, cấp lại Giấy phép hoạt động dự báo, cảnh báo khí tượng thủy văn?"
1050,Khi tôi nhận được tiền bồi thường thì tôi có phải nộp phí thi hành án không?
1051,"Hồ sơ đề nghị chấp thuận thay đổi tên và sửa đổi, bổ sung Giấy phép đối với nội dung thay đổi tên của chi nhánh ngân hàng nước ngoài gồm những giấy tờ gì?"
1052,"Công ty TNHH MTV thủy lợi Nam Hà TĨnh là doanh nghiệp Nhà nước thuộc loại hình doanh nghiệp hoạt động công ích. Ngành nghề kinh doanh chủ yếu là quản lý khai thác và bảo vệ hệ thống công trình thủy ợi, cấp nước phục vụ cho sản xuất nông nghiệp và đời sống dân sinh vùng hưởng lợi. Ngoài ra Công ty có làm Hợp đồng cấp nước thô cho các đơn vị sử dụng nước để sản xuất công nghiệp. Thực hiện theo Luật tài nguyên nước số 17/2012/QH13, Nghị định số 201/2013/NĐ-CP và nghị định số 82/2017/NĐ-CP của Chính phủ, hiện nay trong quá trình triển khai thực hiện Công ty đang gặp một số vướng mắc cụ thể như sau: - Thực hiện theo Nghị định số 130/2013/NĐ-CP ngày 16/10/2013 thì Công ty TNHH MTV thủy lợi Nam Hà Tĩnh hoạt động cung  ứng dịch vụ công ích, không vì mục tiêu lợi nhuận, vì vậy đơn vị ó phải làm thủ tục cấp giấy phép khai thác sử dụng nước mặt để tưới cho sản xuất nông nghiệp không?- Đối với việc Công ty hợp đồng với các đơn vị sử dụng nước như: Công ty TNHH Gang thép Hưng nghiệp Formosa Hà Tĩnh (dùng nước để sản xuất công nghiệp); Chi nhánh công ty cấp nước Hà Tĩnh – cấp nước Kỳ Anh (dùng nước để sản xuất nước sạch sinh hoạt); Công ty Cổ phần đầu tư và phát triển Vũng Ánh (dùng nước để kinh doanh, dịch vụ); Tổng công ty khoáng sản và Thương mại Hà Tĩnh – CTCP (dùng nước để phục vụ sinh hoạt); Công ty Cổ phần thủy điện Kẻ Gỗ (kết hợp nước tưới sản xuất nông nghiệp để sản xuất điện). Như vậy để triển khai thực hiện việc cấp giấy phép khai thác và nộp tiền cấp quyền khai thác tài nguyên nước theo Nghị định số 82/2017/NĐ-CP thì trách nhiệm thuộc về Công ty TNHH MTV thủy lợi Nam Hà Tĩnh (đơn vị bán nước thô) hay là đơn vị khai thác, sử dụng nước để sản xuất ( đơn vị mua nước thô)?"
1053,Hồ s thực hiện thủ tục quyết định chủ trương đầu tư ra nước ngoài do Thủ tướng Chính phủ quyết định gồm những gì?
1054,Hồ sơ đề nghị chấp thuận phương án bảo đảm an toàn giao thông đối với thi công công trình liên quan đến giao thông đường thuỷ nội địa gồm những gì?
1055,"Thời gian NHNN thực hiện giám định tiền giả, tiền nghi giả mất bao nhiêu ngày?"
1056,Quy định về việc thành lập Văn phòng điều hành của nhà thầu nước ngoài như thế nào?
1057,"Tôi muốn được bổ nhiệm Giám định viên pháp y và Giám định viên Pháp y tâm thần thì cần có những điều kiện, tiêu chuẩn nào?"
1058,Thời hạn báo cáo thống kê ngành tài chính được quy định như thế nào?
1059,Rượu nhập khẩu và rượu sản xuất trong nước được dán tem ở vị trí nào?
1060,Phạt như thế nào khi cung ứng dịch vụ viễn thông GTGT khi chưa thực hiện giao kết hợp đồng giữa doanh nghiệp viễn thông với người sử dụng?
1061,Mục tiêu của giáo dục nghề nghiệp từ tháng 7/2020 được quy định như thế nào?
